# Mənbə: GeoNames (https://www.geonames.org) cities15000 — CC BY 4.0.
# Sütunlar: ad<TAB>qatlanmış adlar (|)<TAB>ölkə<TAB>enlik<TAB>uzunluq<TAB>hündürlük(m)
# Sıra ƏHALİYƏ görə azalandır — axtarış böyük şəhərləri əvvəl qaytarsın deyə;
# bu, ayrıca əhali sütunu saxlamağı lazımsız edir.
Meerut	meerut	IN	28.980	77.706	228
Virār	virar	IN	19.456	72.811	9
Nowrangapur	nowrangapur	IN	19.231	82.548	578
Karbala	karbala|kerbela	IQ	32.616	44.025	32
Changzhi	changzhi|chanchzhi	CN	36.184	113.105	937
Tianshui	tianshui	CN	34.580	105.742	1153
Sadr City	sadr city	IQ	33.389	44.458	39
Yangpu	yangpu	CN	31.262	121.519	9
Mombasa	mombasa	KE	-4.055	39.664	20
Mandalay	mandalay	MM	21.975	96.084	83
Srinagar	srinagar|shrinagar	IN	34.086	74.806	1589
Barranquilla	barranquilla|barrankilya	CO	10.969	-74.781	24
Chelyabinsk	chelyabinsk|celyabinsk	RU	55.161	61.429	232
Mérida	merida	MX	20.967	-89.623	10
Hiroshima	hiroshima|hirosima	JP	34.400	132.450	16
Santiago de los Caballeros	santiago de los caballeros|santyago de los kabaleros	DO	19.450	-70.691	209
Shymkent	shymkent|cimkend|cimkent|shimkent	KZ	42.310	69.600	520
Weinan	weinan|veynan	CN	34.504	109.509	354
Ghāziābād	ghaziabad|gaziabad	IN	28.665	77.439	214
Matola	matola	MZ	-25.962	32.459	42
Dhanbad	dhanbad	IN	23.798	86.430	247
Arequipa	arequipa|arekipa	PE	-16.399	-71.537	2397
Hong Kong Island	hong kong island	HK	22.263	114.184	170
Fes	fes	MA	34.033	-5.000	406
Gustavo Adolfo Madero	gustavo adolfo madero	MX	19.494	-99.111	2284
Nouakchott	nouakchott|nuaksot|nuakshot	MR	18.086	-15.979	10
Kisangani	kisangani	CD	0.515	25.191	400
Jiaxing	jiaxing|tszyasin	CN	30.752	120.750	8
Aurangabad	aurangabad	IN	19.878	75.342	588
Zhongwei	zhongwei|chzhunvey	CN	37.511	105.191	1227
Omsk	omsk	RU	54.992	73.369	90
Pikine	pikine|pikin	SN	14.765	-17.391	17
Pekanbaru	pekanbaru	ID	0.517	101.442	19
Panjin	panjin	CN	41.121	122.074	7
Bandar Lampung	bandar lampung	ID	-5.429	105.261	95
Prague	prague|prag|praga	CZ	50.088	14.421	202
Varanasi	varanasi|benares	IN	25.317	83.010	86
Jiujiang	jiujiang|ciuciang|tszyutszyan	CN	29.705	116.002	41
Samara	samara	RU	53.208	50.136	107
Aba	aba	NG	5.107	7.367	64
Amritsar	amritsar	IN	31.622	74.875	244
Birmingham	birmingham|birmingem	GB	52.481	-1.900	149
Zoucheng	zoucheng|tszouchen	CN	35.401	116.966	76
Copenhagen	copenhagen|kopenhag|kopengagen	DK	55.676	12.566	14
Yangcun	yangcun	CN	39.364	117.060	7
Sofia	sofia|sofiya|sofya	BG	42.698	23.324	562
Anyang	anyang	CN	36.096	114.383	70
Yerevan	yerevan|irevan|erivan|erevan	AM	40.178	44.513	1002
Luohu District	luohu district	CN	22.547	114.131	2
Vijayawada	vijayawada|vidzhayavada	IN	16.507	80.647	47
Fengxiang	fengxiang	CN	30.858	121.468	5
Bijie	bijie|bitsze	CN	27.302	105.286	1471
Monterrey	monterrey	MX	25.684	-100.317	560
Kigali	kigali|kiqali	RW	-1.950	30.059	1542
Rostov-on-Don	rostov on don|rostov na donu	RU	47.220	39.708	54
Zhuzhou	zhuzhou|cyu cou|chzhuchzhou	CN	27.833	113.150	54
Rui’an	ruian|rui an	CN	27.776	120.659	4
Malingao	malingao	PH	7.161	124.475	5
Touba	touba|tuba	SN	14.862	-15.875	47
Ufa	ufa	RU	54.743	55.968	158
Ranchi	ranchi	IN	23.343	85.309	643
Shangrao	shangrao|shanzhao	CN	28.452	117.943	84
Lilongwe	lilongwe|lilonqve|lilongve	MW	-13.967	33.787	1056
Huaibei	huaibei|huaybey	CN	33.974	116.792	51
Maiduguri	maiduguri|mayduguri	NG	11.847	13.157	325
Xuhui	xuhui	CN	31.196	121.447	11
Meishan	meishan|meyshan	CN	30.044	103.837	423
Mwanza	mwanza|mvanza	TZ	-2.517	32.900	1144
Shouguang	shouguang|shouguan	CN	36.880	118.737	26
Wuchang	wuchang	CN	30.543	114.301	42
Haizhou	haizhou	CN	34.582	119.129	6
Ulsan	ulsan	KR	35.537	129.317	10
Sendai	sendai|senday	JP	38.267	140.867	53
Krasnoyarsk	krasnoyarsk	RU	56.037	92.931	182
Fuzhou	fuzhou|fuchzhou	CN	27.960	116.333	53
Guigang	guigang|guygan	CN	23.116	109.595	40
Oslo	oslo	NO	59.913	10.746	26
Jabalpur	jabalpur|dzhabalpur	IN	23.167	79.950	416
Ilorin	ilorin	NG	8.497	4.542	320
Aden	aden|eden	YE	12.780	45.039	7
Bogor	bogor	ID	-6.594	106.789	245
Ciudad Nezahualcoyotl	ciudad nezahualcoyotl|nesaualkoyotl	MX	19.401	-99.015	2235
Hengyang	hengyang|henyan	CN	26.889	112.619	66
Prayagraj	prayagraj|allahabad	IN	25.445	81.843	99
Gongzhuling	gongzhuling|gunchzhulin	CN	43.501	124.820	211
Trujillo	trujillo|truhilo	PE	-8.116	-79.030	31
Visakhapatnam	visakhapatnam|vishakhapatnam	IN	17.680	83.202	24
Goyang-si	goyang si	KR	37.656	126.835	19
Yulin	yulin|yuylin	CN	22.631	110.147	87
Jodhpur	jodhpur|dzhodhpur	IN	26.268	73.006	237
Gwalior	gwalior|gvalior	IN	26.230	78.173	220
Jingzhou	jingzhou|tszinchzhou	CN	30.350	112.190	39
Gqeberha	gqeberha|port elizabet	ZA	-33.961	25.615	61
Tbilisi	tbilisi|tiflis	GE	41.691	44.834	433
Voronezh	voronezh	RU	51.668	39.192	148
Xinxiang	xinxiang|sinsyan	CN	35.190	113.802	82
Yichun	yichun|ichun	CN	27.833	114.400	99
Sokoto	sokoto	NG	13.063	5.243	296
Jos	jos|cos|yos	NG	9.928	8.892	1186
Tangier	tangier|tanjer|tanca|tanzher	MA	35.767	-5.800	20
Teni	teni|theni	IN	10.011	77.478	300
Xianyang	xianyang|sanyan	CN	34.338	108.703	387
Mexicali	mexicali|meksikali|mehikali	MX	32.628	-115.454	4
Pointe-Noire	pointe noire|puent nuar	CG	-4.776	11.864	12
Maceió	maceio|maseyo	BR	-9.666	-35.735	11
Campinas	campinas|kampinas	BR	-22.906	-47.061	686
Sanya	sanya	CN	18.254	109.509	1
Rangpur	rangpur	BD	25.747	89.252	36
Kirkuk	kirkuk|kerkuk	IQ	35.468	44.392	346
Ashgabat	ashgabat|asqabad|askabat|ashhabad	TM	37.950	58.383	219
Shaoguan	shaoguan	CN	24.800	113.583	69
Howrah	howrah	IN	22.577	88.319	8
Raipur	raipur|raypur	IN	21.233	81.633	296
Changwon	changwon|chhanvon	KR	35.228	128.681	27
Longyan	longyan|lunyan	CN	25.075	117.018	318
Köln	koln|koeln|keln	DE	50.933	6.950	58
Dublin	dublin	IE	53.333	-6.249	17
Tiruchirappalli	tiruchirappalli|tiruchchirappalli	IN	10.816	78.697	79
Yongzhou	yongzhou	CN	26.424	111.613	101
Brussels	brussels|bruksel|bryussel	BE	50.850	4.349	28
Zamboanga	zamboanga	PH	6.910	122.074	9
Ottawa	ottawa|ottava	CA	45.411	-75.698	71
Huzhou	huzhou	CN	30.870	120.093	6
Xinyi	xinyi	CN	22.373	110.947	89
Volgograd	volgograd|volqoqrad	RU	48.714	44.498	42
Khartoum North	khartoum north|severniy hartum	SD	15.649	32.535	381
Edmonton	edmonton	CA	53.550	-113.469	668
Odesa	odesa|odessa	UA	46.486	30.744	50
Wuwei	wuwei	CN	37.927	102.632	1542
Jacksonville	jacksonville|ceksonvill|dzheksonvill	US	30.332	-81.656	5
Fort Worth	fort worth|fort vort|fort uert	US	32.725	-97.321	199
Yishui	yishui	CN	35.785	118.628	156
Hanzhong	hanzhong|hanchzhun	CN	33.075	107.022	517
Hezhou	hezhou|hechzhou	CN	24.404	111.567	106
Pest	pest|peste|pesht	HU	47.500	19.083	113
Kota	kota	IN	25.183	75.839	267
Zhu Cheng City	zhu cheng city	CN	35.995	119.403	67
Shivaji Nagar	shivaji nagar	IN	18.530	73.853	1000
Dongying	dongying|dunin	CN	37.463	118.492	6
Luzhou	luzhou|hefey	CN	28.890	105.426	256
San Jose	san jose|san xose|san hose	US	37.339	-121.895	26
Sholapur	sholapur|solapur	IN	17.672	75.910	473
Marrakesh	marrakesh|marakes	MA	31.634	-8.000	457
Guatemala City	guatemala city|gvatemala	GT	14.641	-90.513	1508
Meizhou	meizhou|meychzhou	CN	24.289	116.118	84
Yueyang	yueyang|yueyan	CN	29.375	113.095	43
Laiwu	laiwu|layu	CN	36.193	117.657	182
Esenyurt	esenyurt	TR	41.027	28.677	97
Perm	perm	RU	58.010	56.250	149
Zaria	zaria|zarya	NG	11.111	7.723	644
Kennedy	kennedy	CO	4.617	-74.146	2556
Chiba	chiba	JP	35.600	140.117	5
Pingdingshan	pingdingshan|pindinshan	CN	33.731	113.316	82
Ciudad Guayana	ciudad guayana|syudad guayana	VE	8.351	-62.641	103
Sargodha	sargodha	PK	32.086	72.674	187
Austin	austin|ostin	US	30.267	-97.743	149
Managua	managua|manaqua	NI	12.133	-86.250	108
Bengbu	bengbu|benbu	CN	32.941	117.361	31
Salé	sale	MA	34.053	-6.798	34
Jerusalem	jerusalem|quds|kudus|ierusalim	IL	31.769	35.216	786
Chandigarh	chandigarh	IN	30.736	76.788	351
Dnipro	dnipro|dnepr	UA	48.467	35.041	120
Feicheng	feicheng	CN	36.249	116.766	115
Cebu City	cebu city|sebu seheri|cebu sehri|sebu	PH	10.317	123.891	37
Sanhe	sanhe	CN	39.980	117.069	24
Guli	guli	CN	28.882	120.033	121
Qingzhou	qingzhou|tsinchzhou	CN	36.697	118.480	98
Tiruppur	tiruppur	IN	11.115	77.355	305
Guwahati	guwahati|guvahati	IN	26.184	91.746	59
Anqiu	anqiu	CN	36.434	119.192	58
Xiangtan	xiangtan|syantan	CN	27.850	112.900	31
Linfen	linfen|linfin	CN	36.089	111.519	451
Victoria	victoria	HK	22.288	114.144	31
Zhenjiang	zhenjiang	CN	32.211	119.455	26
Enugu	enugu	NG	6.441	7.499	192
Rosario	rosario	AR	-32.947	-60.639	38
Sulţānah	sultanah	SA	24.493	39.586	597
Xiangxiang	xiangxiang	CN	27.733	112.533	46
Huludao	huludao	CN	40.752	120.836	17
Hubballi	hubballi|hubli dharvad	IN	15.348	75.134	627
Padang	padang	ID	-0.949	100.354	6
Kitakyushu	kitakyushu|kitakyusu|kitakyusyu	JP	33.852	130.850	57
Taiz	taiz	YE	13.580	44.021	1400
Setagaya	setagaya	JP	35.642	139.647	44
Kingston	kingston	JM	17.997	-76.794	65
Jing’an	jingan|jing an	CN	31.220	121.416	32
Baoshan	baoshan	CN	25.116	99.164	1680
Chihuahua	chihuahua|civava|chiuaua	MX	28.635	-106.089	1437
Nay Pyi Taw	nay pyi taw|neypido	MM	19.745	96.130	122
Eskişehir	eskisehir|eskiseher|eskishehir	TR	39.777	30.521	794
Mysuru	mysuru|maisur|maysur	IN	12.298	76.639	757
Salem	salem	IN	11.654	78.155	283
São Luís	sao luis|san luis	BR	-2.530	-44.303	29
Seongnam-si	seongnam si	KR	37.439	127.138	80
Cartagena	cartagena|kartahena	CO	10.398	-75.493	20
Antipolo	antipolo	PH	14.626	121.123	23
Columbus	columbus|kolumbus	US	39.961	-82.999	235
Sialkot	sialkot	PK	32.493	74.531	250
Charlotte	charlotte|sarlott|sharlott	US	35.227	-80.843	229
Laibin	laibin|laybin	CN	23.747	109.222	72
Warri	warri|varri	NG	5.517	5.750	6
Naples	naples|neapol|napoli	IT	40.852	14.268	17
Xiaogan	xiaogan|syaogan	CN	30.927	113.922	35
Wuchuan	wuchuan	CN	21.457	110.766	7
Campo Grande	campo grande|kampu grandi	BR	-20.443	-54.646	592
Ziyang	ziyang|tsziyan	CN	30.121	104.648	365
Bobo-Dioulasso	bobo dioulasso|bobo diulaso	BF	11.181	-4.295	453
Bahawalpur	bahawalpur|bahavalpura	PK	29.398	71.675	121
Quzhou	quzhou|tsyuychzhou	CN	28.959	118.869	77
Blantyre	blantyre|blantire|blantayr	MW	-15.785	35.009	1041
Donetsk	donetsk	UA	48.023	37.802	223
Abū Ghurayb	abu ghurayb|abu greyb	IQ	33.306	44.185	42
Qom	qom|kum	IR	34.640	50.876	935
Bishkek	bishkek|biskek	KG	42.870	74.590	767
Krasnodar	krasnodar	RU	45.045	38.982	36
Natal	natal	BR	-5.795	-35.209	32
Macheng	macheng	CN	31.180	115.022	57
Pingxiang	pingxiang|pinsyan	CN	27.617	113.854	167
Malang	malang	ID	-7.980	112.630	452
Cancún	cancun|kankun	MX	21.174	-86.847	11
Zaoyang	zaoyang	CN	32.127	112.754	113
Indianapolis	indianapolis	US	39.768	-86.158	218
Gurugram	gurugram|gurgaon	IN	28.460	77.026	228
Bhubaneswar	bhubaneswar|bhubaneshvar	IN	20.272	85.834	62
Zhoushan	zhoushan|chzhoushan	CN	29.989	122.205	2
Qiqihar	qiqihar|tsitsikar	CN	47.339	123.962	146
Mulenvos	mulenvos	AO	-8.867	13.334	88
Sulaymaniyah	sulaymaniyah|suleymaniyye|suleymaniye|suleymaniya	IQ	35.565	45.433	847
Marseille	marseille|marsey|marsilya|marsel	FR	43.297	5.381	28
Bhiwandi	bhiwandi|bhivandi	IN	19.300	73.059	9
Soshanguve	soshanguve	ZA	-25.473	28.099	1179
Laiyang	laiyang	CN	36.976	120.714	40
Daye	daye	CN	30.083	114.950	25
Teresina	teresina|terezina	BR	-5.089	-42.802	87
Ankang	ankang|ankan	CN	32.680	109.017	273
Jalandhar	jalandhar|calandhar|dzhalandhar	IN	31.326	75.579	243
Zhongxiang	zhongxiang	CN	31.166	112.583	50
Rotterdam	rotterdam	NL	51.922	4.479	9
Langfang	langfang|lanfan	CN	39.521	116.715	19
Lhasa	lhasa	CN	29.650	91.100	3651
Duque de Caxias	duque de caxias|duki di kashias	BR	-22.786	-43.312	15
Viana	viana	AO	-8.906	13.375	128
Jiaozuo	jiaozuo|tszyaotszo	CN	35.239	113.239	90
Samarinda	samarinda	ID	-0.492	117.146	24
Rohini	rohini	IN	28.743	77.068	216
Wanxian	wanxian	CN	30.816	108.374	232
Guang’an	guangan|guang an	CN	30.474	106.637	244
Johor Bahru	johor bahru|dzhohor baru	MY	1.466	103.758	32
Arifwala	arifwala	PK	30.291	73.066	159
Pasig City	pasig city	PH	14.587	121.061	63
Cheongju-si	cheongju si|chhundzhu	KR	36.637	127.490	49
Kanayannur	kanayannur	IN	9.967	76.267	1
Tegucigalpa	tegucigalpa|tequsiqalpa|tegusigalpa	HN	14.082	-87.207	944
Bucheon-si	bucheon si	KR	37.499	126.783	14
Thanh Hóa	thanh hoa|than hoa	VN	19.800	105.767	5
Turin	turin|torino	IT	45.070	7.687	239
Al Ain City	al ain city|el ayn	AE	24.192	55.761	275
Libreville	libreville|librevil	GA	0.392	9.454	8
Saratov	saratov	RU	51.540	45.990	80
Ulan Bator	ulan bator|ulan batur	MN	47.908	106.883	1284
Weihai	weihai|veyhay	CN	37.509	122.114	14
Takeo	takeo	KH	10.991	104.785	12
Nova Iguaçu	nova iguacu|nova iguasu	BR	-22.759	-43.451	36
Cochabamba	cochabamba|kochabamba	BO	-17.382	-66.160	2537
Ahvaz	ahvaz|ehvaz	IR	31.319	48.684	23
Vientiane	vientiane|vyentyan|ventyan	LA	17.967	102.600	174
São Bernardo do Campo	sao bernardo do campo|san bernardo du kampu	BR	-23.694	-46.565	796
Zhabei	zhabei	CN	31.259	121.460	10
Shangyu	shangyu	CN	30.016	120.871	13
Xinyu	xinyu|sinyuy	CN	27.804	114.933	68
Pietermaritzburg	pietermaritzburg|pitermaritsburg	ZA	-29.617	30.393	636
Yibin	yibin|ibin	CN	28.759	104.640	323
Naucalpan de Juárez	naucalpan de juarez|naukalpan de huares	MX	19.479	-99.240	2300
Jieshou	jieshou	CN	33.263	115.361	42
Kampung Baru Subang	kampung baru subang	MY	3.150	101.533	27
Bouaké	bouake|buake	CI	7.694	-5.030	339
Taicang	taicang	CN	31.448	121.094	4
Zhongxing	zhongxing	CN	33.704	118.679	17
San Francisco	san francisco|san fransisko|san frantsisko	US	37.775	-122.419	16
Sakai	sakai	JP	34.582	135.467	2
Jiaojiang	jiaojiang	CN	28.698	121.473	10
Wenshang	wenshang	CN	35.727	116.496	44
Valencia	valencia|valensiya	ES	39.474	-0.380	15
Jinshan	jinshan	CN	30.836	121.294	7
Chenzhou	chenzhou|chenchzhou	CN	25.800	113.033	180
João Pessoa	joao pessoa|zhuan pesoa	BR	-7.115	-34.863	45
Bukavu	bukavu	CD	-2.491	28.843	1631
Kraków	krakow|krakov	PL	50.061	19.937	219
Barcelona	barcelona|barselona	VE	10.138	-64.688	3
Bangui	bangui|bangi	CF	4.361	18.555	351
Hermosillo	hermosillo|ermosilo	MX	29.089	-110.967	202
Bhayandar	bhayandar	IN	19.302	72.851	9
Culiacán	culiacan|kulyakan|kuliakan	MX	24.802	-107.394	47
Petaling Jaya	petaling jaya|petaling dzhaya	MY	3.107	101.607	45
Anqing	anqing|antsin	CN	30.514	117.047	19
Oran	oran	DZ	35.699	-0.636	118
Sanshui	sanshui	CN	23.155	112.892	12
Freetown	freetown|fritaun	SL	8.487	-13.236	38
San Pedro Sula	san pedro sula	HN	15.506	-88.026	90
Narela	narela	IN	28.853	77.093	219
Xingtai	xingtai|sintay	CN	37.062	114.493	71
Niigata	niigata	JP	37.923	139.041	1
Muscat	muscat|maskat	OM	23.584	58.408	14
Zarqa	zarqa|ez zarka	JO	32.073	36.088	625
Çankaya	cankaya	TR	39.918	32.863	850
Küçükçekmece	kucukcekmece|kuecuekcekmece	TR	40.991	28.771	63
Hamamatsu	hamamatsu	JP	34.700	137.733	3
Kolwezi	kolwezi|kolvezi	CD	-10.715	25.467	1485
Vinh	vinh|vin	VN	18.673	105.692	12
Thiruvananthapuram	thiruvananthapuram|tiruvanantapuram	IN	8.486	76.949	18
Zhaotong	zhaotong|chzhaotun	CN	27.317	103.717	1974
Hondlon	hondlon	CN	40.648	109.794	1062
Panzhihua	panzhihua	CN	26.585	101.713	1101
Chuzhou	chuzhou|chuchzhou	CN	32.322	118.298	24
Seattle	seattle|sietl	US	47.606	-122.332	56
Port Said	port said	EG	31.265	32.302	16
Cúcuta	cucuta|kukuta	CO	7.907	-72.505	298
Homs	homs|hums|humus	SY	34.724	36.726	508
Xuancheng	xuancheng	CN	30.953	118.755	25
Ibb	ibb	YE	13.967	44.183	1931
Tasikmalaya	tasikmalaya	ID	-7.327	108.221	354
Nampula	nampula	MZ	-15.116	39.267	431
Bujumbura	bujumbura|buzhumbura	BI	-3.382	29.361	807
Tyumen	tyumen|tumen	RU	57.152	65.527	81
Erzurum	erzurum	TR	39.909	41.277	1914
Anshun	anshun	CN	26.250	105.933	1374
Dodoma	dodoma	TZ	-6.172	35.739	1125
Rajshahi	rajshahi|radzhshahi	BD	24.374	88.601	23
Dera Ismail Khan	dera ismail khan	PK	31.831	70.902	177
Sorocaba	sorocaba|sorokaba	BR	-23.502	-47.458	602
Wuzhou	wuzhou|uchzhou	CN	23.481	111.288	51
Ipoh	ipoh|ipo	MY	4.584	101.083	45
Qinhuangdao	qinhuangdao|tsinhuandao	CN	39.941	119.589	2
Benghazi	benghazi|benqazi|bingazi|bengazi	LY	32.115	20.069	3
Uberlândia	uberlandia|uberlandiya	BR	-18.919	-48.277	867
Alīgarh	aligarh	IN	27.881	78.075	189
Shaoyang	shaoyang|shaoyan	CN	27.238	111.462	243
Malatya	malatya	TR	38.350	38.317	963
Winnipeg	winnipeg|vinnipeq|vinnipeg	CA	49.884	-97.147	245
Ōta	ota	JP	35.561	139.716	12
Andijon	andijon|endican|andican|andizhan	UZ	40.783	72.351	497
Bareilly	bareilly|bareyli	IN	28.367	79.432	178
Buraydah	buraydah|burayda	SA	26.326	43.975	606
Hegang	hegang|hegan	CN	47.347	130.290	190
Morelia	morelia|moreliya	MX	19.701	-101.184	1917
Riga	riga|riqa	LV	56.946	24.106	6
Zhuanghe	zhuanghe	CN	39.701	122.991	5
Amsterdam	amsterdam	NL	52.374	4.890	13
Cagayan de Oro	cagayan de oro|kagayan de oro	PH	8.482	124.647	8
Ma’anshan	maanshan|ma anshan	CN	31.686	118.510	24
Pulandian	pulandian	CN	39.395	121.967	14
Shah Alam	shah alam	MY	3.085	101.533	53
Bağcılar	bagcilar|bagdzhilar	TR	41.039	28.857	105
Shizuishan	shizuishan	CN	38.981	106.389	1112
Kumamoto	kumamoto	JP	32.806	130.692	9
Oyo	oyo	NG	7.854	3.932	286
Serang	serang	ID	-6.115	106.154	29
Torreón	torreon	MX	25.544	-103.419	1124
Deyang	deyang|deyan	CN	31.130	104.382	501
Abeokuta	abeokuta	NG	7.156	3.345	64
Al Ḩudaydah	al hudaydah|elhudayda|el hudeyda|el hudayda	YE	14.798	42.955	10
Yangquan	yangquan|yantsyuan	CN	37.858	113.563	722
Akure	akure	NG	7.253	5.193	353
Denver	denver	US	39.739	-104.985	1609
Osasco	osasco|osasku	BR	-23.532	-46.792	750
Kikolo	kikolo	AO	-8.781	13.334	73
Maianga	maianga	AO	-8.847	13.237	7
Chaohu	chaohu	CN	31.600	117.867	11
São José dos Campos	sao jose dos campos|san zhoze dus kampus	BR	-23.179	-45.887	600
Álvaro Obregón	alvaro obregon	MX	19.359	-99.203	2338
Aihara	aihara	JP	35.600	139.317	157
Evaton	evaton	ZA	-26.533	27.850	1513
Valenzuela	valenzuela	PH	14.700	120.967	12
Muzaffarābād	muzaffarabad|muzefferabad	PK	34.370	73.471	739
Okayama	okayama	JP	34.650	133.933	5
San Luis Potosí	san luis potosi	MX	22.152	-100.971	1886
Aguascalientes	aguascalientes|aguaskalienti|aguaskalentes	MX	21.883	-102.284	1885
General Santos	general santos	PH	6.113	125.172	22
Zhumadian	zhumadian|chzhumadyan	CN	32.984	114.026	82
Morādābād	moradabad	IN	28.839	78.777	205
Sagamihara	sagamihara	JP	35.567	139.242	237
Qingshan	qingshan	CN	40.663	109.882	1060
Mississauga	mississauga|mississoga	CA	43.579	-79.658	159
Lviv	lviv|lvov	UA	49.838	24.023	284
Namangan	namangan|nemengan	UZ	40.998	71.673	442
Zaporizhzhya	zaporizhzhya|zaporijya|zaporijjia|zaporozhe	UA	47.852	35.117	105
Zanzibar	zanzibar	TZ	-6.164	39.198	14
Saltillo	saltillo	MX	25.426	-100.980	1578
Latakia	latakia|el laziqiyye|lazkiye|latakiya	SY	35.531	35.791	29
Subang Jaya	subang jaya|subang dzhaya	MY	3.044	101.581	41
Warangal	warangal|varangal	IN	18.000	79.583	258
Paranaque City	paranaque city	PH	14.482	121.017	22
Tolyatti	tolyatti	RU	53.530	49.346	42
Santo Domingo Oeste	santo domingo oeste	DO	18.500	-70.000	58
Santo Domingo Este	santo domingo este	DO	18.485	-69.848	41
Dhārāvi	dharavi	IN	19.050	72.867	7
Battagram	battagram	PK	34.677	73.023	1031
Suez	suez|suveys|suets	EG	29.974	32.526	11
Changzhi	changzhi|chanchzhi	CN	35.209	111.739	381
Ribeirão Preto	ribeirao preto|ribeyran pretu	BR	-21.177	-47.810	554
Agadir	agadir	MA	30.420	-9.598	31
Edogawe	edogawe	JP	35.692	139.873	0
Sarajevo	sarajevo|sarayevo|saraybosna|saraevo	BA	43.849	18.356	509
Balikpapan	balikpapan	ID	-1.268	116.829	67
Adachi	adachi	JP	35.763	139.808	5
Changning	changning	CN	31.217	121.421	12
Bauchi	bauchi	NG	10.310	9.844	623
Shizuoka	shizuoka|sizuoka|sidzuoka	JP	34.983	138.383	23
Tunis	tunis|tunus	TN	36.819	10.166	23
Zhangjiakou	zhangjiakou|chzhantszyakou	CN	40.783	114.871	744
Washington	washington|vashington	US	38.895	-77.036	7
Nashville	nashville|nesvill|nashvill	US	36.166	-86.784	170
Fuxin	fuxin|fusin	CN	42.016	121.659	142
Ta’if	taif|ta if|et taif	SA	21.270	40.416	1672
Changsha	changsha	CN	22.381	112.685	6
Huangshi	huangshi|huanshi	CN	30.247	115.048	22
Liaoyang	liaoyang|lyaoyan	CN	41.272	123.173	33
Hlaingthaya	hlaingthaya	MM	16.850	96.067	5
Beira	beira|beyre|beyra	MZ	-19.844	34.839	6
Hongkou	hongkou	CN	31.250	121.489	0
Zaragoza	zaragoza|saraqosa|saragosa	ES	41.656	-0.877	214
Sevilla	sevilla|sevilya	ES	37.383	-5.973	16
Baise	baise|boze	CN	23.890	106.627	144
Pontianak	pontianak	ID	-0.032	109.325	2
Situbondo	situbondo	ID	-7.706	114.010	36
Agege	agege	NG	6.616	3.333	42
Binzhou	binzhou|binchzhou	CN	37.367	118.017	14
Oklahoma City	oklahoma city|oklahoma siti	US	35.468	-97.516	366
Yuncheng	yuncheng|yunchen	CN	35.023	110.993	361
Dezhou	dezhou|dechzhou	CN	37.447	116.367	25
Dushanbe	dushanbe|dusenbe|dusanbe	TJ	38.536	68.779	767
Cotonou	cotonou|kotonu	BJ	6.365	2.418	7
El Paso	el paso	US	31.759	-106.487	1133
Gorakhpur	gorakhpur|gorakpura	IN	26.766	83.369	83
Guadalupe	guadalupe|gvadalupe	MX	25.677	-100.259	496
Hami	hami	CN	42.834	93.506	762
Wrocław	wroclaw|vroslav|vrotslav	PL	51.103	17.030	115
Denpasar	denpasar	ID	-8.650	115.217	33
Guntur	guntur|guntura	IN	16.300	80.457	31
Katsina	katsina	NG	12.991	7.602	519
Sanmenxia	sanmenxia|sanmensya	CN	34.781	111.193	385
E’zhou	ezhou|e zhou	CN	30.396	114.887	29
Madīnat an Naşr	madinat an nasr	EG	30.067	31.300	47
Camama	camama	AO	-8.936	13.265	83
Tabuk	tabuk|tebuk	SA	28.400	36.572	768
Kitwe	kitwe|kitve	ZM	-12.802	28.213	1224
Bulawayo	bulawayo|bulavayo	ZW	-20.150	28.583	1348
Mudanjiang	mudanjiang|mudantszyan	CN	44.548	129.626	254
Aracaju	aracaju|arakazhu	BR	-10.911	-37.072	11
Joinville	joinville|zhoinvili	BR	-26.304	-48.846	9
Athens	athens|afina|atina|afini	GR	37.984	23.728	70
Zagreb	zagreb|zaqreb	HR	45.814	15.978	135
Leshan	leshan	CN	29.562	103.764	375
Santo André	santo andre|santu andre	BR	-23.664	-46.538	801
Vancouver	vancouver|vankuver	CA	49.250	-123.119	70
Rizhao	rizhao|zhichzhao	CN	35.414	119.529	25
Helsinki	helsinki	FI	60.170	24.935	26
Cheonan	cheonan|chhonan	KR	36.806	127.152	40
Acapulco de Juárez	acapulco de juarez|akapulko|acapulco	MX	16.849	-99.909	16
Dongcun	dongcun	CN	36.777	121.160	38
Banjarmasin	banjarmasin|bandzharmasin	ID	-3.320	114.591	8
Puducherry	puducherry|pondisheri	IN	11.934	79.830	11
Suining	suining|suynin	CN	30.508	105.573	291
Brampton	brampton	CA	43.683	-79.766	221
Huangpu	huangpu	CN	31.238	121.478	35
Golfe	golfe	AO	-8.866	13.262	75
Puyang	puyang|puyan	CN	35.756	115.044	60
Soacha	soacha|soachu	CO	4.579	-74.217	2565
Boston	boston	US	42.358	-71.060	14
Tlalnepantla	tlalnepantla	MX	19.540	-99.195	2260
Jājmau	jajmau	IN	26.430	80.409	128
Portland	portland|portlend	US	45.523	-122.676	12
Calumbo	calumbo	AO	-9.147	13.419	15
Tlaquepaque	tlaquepaque|tlakepake	MX	20.641	-103.293	1581
Frankfurt am Main	frankfurt am main|frankfurt|frankfurt na mayne	DE	50.116	8.684	113
Macau	macau|makao	MO	22.201	113.546	28
